Id,Predicted
0,0.04627972123446005
1,0.09839188461632181
2,0.35225826963366386
3,0.11262834143966777
4,0.0058416626567002845
5,0.2526650046833088
6,0.20221687243651573
7,0.6799913388523103
8,0.0051830285647538965
9,0.008463754549757162
10,0.8915127628957347
11,0.0047810181594025595
12,0.03401386119478241
13,0.0445377406535303
14,0.004697338903392187
15,0.24503133037560113
16,0.012512218111643944
17,0.18178151416136057
18,0.2503980460144333
19,0.6390501652932082
20,0.35409103802288106
21,0.23913061208119077
22,0.30015650585789455
23,0.10383829029085301
24,0.11713496158937986
25,0.1912778895746232
26,0.08977983476516811
27,0.018981277774406512
28,0.024541365162788185
29,0.17608181293696964
30,0.005509992821483254
31,0.015096007281534053
32,0.016658311486331928
33,0.09536250611385187
34,0.03927213688913107
35,0.13911827065823898
36,0.1767890940477755
37,0.10342270382790264
38,0.02252323879906022
39,0.09007653875019232
40,0.09369204174442224
41,0.2604490329842927
42,0.020739320040415832
43,0.008805418697147042
44,0.005415925355013723
45,0.011092016030655322
46,0.08725360888377258
47,0.7930047564597483
48,0.010112247629798378
49,0.012105041454448412
50,0.005952344389266051
51,0.10420652180417687
52,0.007438963805223659
53,0.021025441046963165
54,0.017554322458766407
55,0.018710362153439342
56,0.25521692321827255
57,0.0374268407938829
58,0.09108972758742735
59,0.020673101474177977
60,0.002850521002942721
61,0.20254627600875075
62,0.9945203741241723
63,0.02515037604178574
64,0.005474740591616606
65,0.19663083540358595
66,0.02339532400183984
67,0.0157415640642567
68,0.2556508553125382
69,0.6220247312060578
70,0.009352207786942193
71,0.09266527365070572
72,0.6194821473703056
73,0.006204552804915945
74,0.13710133472274183
75,0.5046927134415907
76,0.030601156290155963
77,0.8024591043044308
78,0.008270963098594404
79,0.12329613846924097
80,0.05345787555767115
81,0.006670596974946717
82,0.1285425193367453
83,0.08943108866737819
84,0.15988387726288564
85,0.19075593600802432
86,0.45363256821065184
87,0.02229442274481183
88,0.9892675245887154
89,0.017499197219469857
90,0.1972822311771085
91,0.10113473874168166
92,0.0287699478650357
93,0.005134213006252856
94,0.00491252671305848
95,0.007984974796602295
96,0.11994354064376715
97,0.04454849064253092
98,0.029323839988648764
99,0.04918705339126248
100,0.12085183360309044
101,0.011007788602770826
102,0.005060236068279121
103,0.5288478689000595
104,0.006077594183599838
105,0.1959896680183231
106,0.36907222234817527
107,0.004251651004250272
108,0.705332680129049
109,0.009180514742738259
110,0.9895858511177966
111,0.011509107024622432
112,0.027436025735241995
113,0.007169535520442111
114,0.8799883731145374
115,0.3705913896119573
116,0.006555623555404803
117,0.004191068436070759
118,0.004968223007895439
119,0.11641749610474238
120,0.5313797643781905
121,0.1238017738119731
122,0.9083203943154331
123,0.13141503065454505
124,0.40360060981017015
125,0.2807869451223579
126,0.00755647789519217
127,0.11389344899251856
128,0.00573964117290942
129,0.02413786189738558
130,0.11488873899384301
